(Sub-)species,Code,PC1,PC2,PC3,PC4,pca1.g1,pca2.g2,pca3.g2,pca4.g2
L.t. timidus,5,1.022,1.848,-0.975,-0.171,-1.597,-2.423,0.4,-0.404
L.t. timidus,5,0.856,-0.727,-0.935,-0.585,-1.431,0.152,0.36,0.01
L.t. timidus,5,2.064,0.374,-1.702,1.637,-2.639,-0.949,1.127,-2.212
L.t. timidus,5,1.373,-0.738,0.868,-0.055,-1.948,0.162,-1.444,-0.52
L.t. timidus,5,0.856,-0.721,-0.947,-0.585,-1.432,0.146,0.372,0.01
L.t. timidus,5,1.31,-1.422,-0.918,-1.549,-1.885,0.846,0.342,0.974
L.t. timidus,5,1.253,-0.354,-0.056,-0.082,-1.828,-0.221,-0.519,-0.493
L.t. timidus,5,2.607,0.253,-0.548,2.593,-3.182,-0.828,-0.028,-3.168
L.t. timidus,5,1.67,-0.253,-0.021,-0.114,-2.245,-0.322,-0.554,-0.462
L.t. timidus,5,0.86,1.84,0.223,-0.683,-1.435,-2.416,-0.798,0.108
L.t. timidus,5,0.649,1.916,-0.058,-0.556,-1.225,-2.491,-0.517,-0.019
L.t. timidus,5,0.649,1.916,-0.058,-0.556,-1.225,-2.491,-0.517,-0.019
L.t. timidus,5,-0.518,1.729,0.056,-0.76,-0.057,-2.304,-0.631,0.185
L.t. timidus,5,0.768,-0.747,-0.925,-0.565,-1.344,0.171,0.349,-0.01
L.t. timidus,5,2.183,-0.688,0.453,-0.807,-2.759,0.112,-1.028,0.231
L.t. timidus,5,1.801,-0.327,0.78,0.11,-2.377,-0.249,-1.355,-0.686
L.t. timidus,5,2.204,-0.079,0.746,0.129,-2.779,-0.496,-1.321,-0.704
L.t. timidus,5,2.204,-0.079,0.746,0.129,-2.779,-0.496,-1.321,-0.704
L.t. timidus,5,2.078,-0.561,0.71,-0.495,-2.654,-0.014,-1.285,-0.081
L.t. timidus,5,1.576,2.26,-2.761,1.737,-2.152,-2.836,2.186,-2.312
L.t. timidus,5,1.734,-0.238,0.857,0.105,-2.31,-0.337,-1.433,-0.68
L.t. timidus,5,2.449,0.62,1.683,0.606,-3.024,-1.195,-2.258,-1.181
L.t. timidus,5,1.806,-0.302,0.795,0.102,-2.382,-0.274,-1.37,-0.677
L.t. timidus,5,1.935,-0.451,1.001,-0.194,-2.51,-0.124,-1.576,-0.382
L.t. timidus,5,2.732,0.401,-1.305,2.552,-3.308,-0.977,0.729,-3.128
L.t. timidus,5,2.732,0.401,-1.305,2.552,-3.308,-0.977,0.729,-3.128
L.t. timidus,5,2.732,0.401,-1.305,2.552,-3.308,-0.977,0.729,-3.128
L.t. timidus,5,1.622,0.42,-0.429,-0.539,-2.197,-0.995,-0.146,-0.037
L.t. timidus,5,1.447,-0.972,-0.697,-1.092,-2.022,0.396,0.122,0.516
L.t. timidus,5,2.473,0.288,0.608,2.527,-3.048,-0.863,-1.184,-3.103
L.t. timidus,5,2.473,0.288,0.608,2.527,-3.048,-0.863,-1.184,-3.103
L.t. timidus,5,1.859,0.591,0.428,-0.411,-2.435,-1.166,-1.003,-0.165
L.t. timidus,5,1.44,2.56,-1.255,-2.748,-2.016,-3.135,0.68,2.172
L.t. timidus,5,1.44,2.56,-1.255,-2.748,-2.016,-3.135,0.68,2.172
L.t. timidus,5,1.44,2.56,-1.255,-2.748,-2.016,-3.135,0.68,2.172
L.t. timidus,5,1.572,-0.312,0.038,-0.094,-2.148,-0.264,-0.613,-0.482
L.t. timidus,5,2.429,0.221,0.91,0,-3.004,-0.796,-1.485,-0.575
L.t. timidus,5,1.448,-1.092,0.207,-0.644,-2.023,0.517,-0.782,0.069
L.t. timidus,5,-0.467,2.537,-1.505,-0.086,-0.109,-3.112,0.93,-0.489
L.t. timidus,5,-0.467,2.537,-1.505,-0.086,-0.109,-3.112,0.93,-0.489
L.t. timidus,5,-0.467,2.537,-1.505,-0.086,-0.109,-3.112,0.93,-0.489
L.t. timidus,5,-0.273,1.742,-0.996,-0.362,-0.302,-2.317,0.421,-0.213
L.t. timidus,5,-0.273,1.742,-0.996,-0.362,-0.302,-2.317,0.421,-0.213
L.t. timidus,5,-0.273,1.742,-0.996,-0.362,-0.302,-2.317,0.421,-0.213
L.t. timidus,5,-0.273,1.742,-0.996,-0.362,-0.302,-2.317,0.421,-0.213
L.t. timidus,5,-0.273,1.742,-0.996,-0.362,-0.302,-2.317,0.421,-0.213
L.t. timidus,5,2.056,-0.993,0.355,-0.335,-2.631,0.418,-0.93,-0.24
L.t. timidus,5,1.752,-0.236,0.385,-0.011,-2.328,-0.339,-0.96,-0.565
L.t. timidus,5,1.95,-0.539,-0.009,-0.755,-2.526,-0.036,-0.566,0.18
L.t. timidus,5,2.04,-0.519,0.223,0.077,-2.615,-0.056,-0.798,-0.653
L.t. timidus,5,2.04,-0.519,0.223,0.077,-2.615,-0.056,-0.798,-0.653
L.t. timidus,5,2.358,0.893,1.354,0.107,-2.933,-1.469,-1.929,-0.682
L.t. timidus,5,1.001,3.078,-2.174,-0.18,-1.576,-3.653,1.598,-0.395
L.t. timidus,5,1.474,-0.844,-0.985,-0.864,-2.05,0.269,0.41,0.289
L.t. timidus,5,2.503,1.523,1.07,-0.488,-3.079,-2.098,-1.646,-0.088
L.t. timidus,5,2.503,1.523,1.07,-0.488,-3.079,-2.098,-1.646,-0.088
L.t. timidus,5,2.176,0.312,0.281,1.258,-2.752,-0.888,-0.857,-1.833
L.t. timidus,5,2.176,0.312,0.281,1.258,-2.752,-0.888,-0.857,-1.833
L.t. timidus,5,2.176,0.312,0.281,1.258,-2.752,-0.888,-0.857,-1.833
L.t. timidus,5,2.242,-0.511,0.913,-0.488,-2.818,-0.065,-1.489,-0.087
L.t. timidus,5,2.74,0.55,1.793,0.783,-3.316,-1.126,-2.369,-1.358
L.t. timidus,5,1.848,-0.254,0.987,0.157,-2.424,-0.321,-1.563,-0.732
L.t. timidus,5,2.001,-0.76,-0.221,-1.089,-2.577,0.185,-0.354,0.514
L.t. timidus,5,-0.574,5.614,1.053,-2.653,-0.002,-6.189,-1.629,2.077
L.t. timidus,5,2.024,-0.628,0.431,-0.692,-2.6,0.052,-1.007,0.117
L.t. timidus,5,1.502,1.971,-1.299,-1.878,-2.077,-2.546,0.724,1.303
L.t. timidus,5,1.488,1.652,-2.624,0.004,-2.064,-2.227,2.049,-0.579
L.t. timidus,5,1.488,1.652,-2.624,0.004,-2.064,-2.227,2.049,-0.579
L.t. timidus,5,2.333,-0.673,1.084,-0.708,-2.908,0.098,-1.659,0.133
L.t. timidus,5,1.397,-0.59,-1.02,-0.75,-1.972,0.015,0.445,0.175
L.t. timidus,5,2.035,-0.739,-0.232,-1.091,-2.611,0.164,-0.343,0.516
L.t. timidus,5,1.627,-0.821,0.054,-0.837,-2.202,0.246,-0.63,0.262
L.t. timidus,5,-0.983,1.69,-0.427,-1.1,0.408,-2.265,-0.148,0.525
L.t. timidus,5,2.575,0.52,1.143,-0.221,-3.151,-1.095,-1.718,-0.354
L.t. timidus,5,2.575,0.52,1.143,-0.221,-3.151,-1.095,-1.718,-0.354
L.t. timidus,5,2.218,-0.734,0.724,-0.817,-2.793,0.159,-1.299,0.241
L.t. timidus,5,1.888,-0.623,-0.111,-1.098,-2.463,0.047,-0.464,0.523
L.t. timidus,5,2.097,-0.655,0.391,-0.935,-2.672,0.08,-0.966,0.359
L.t. timidus,5,2.662,0.366,0.795,-1.612,-3.237,-0.942,-1.37,1.036
L.t. timidus,5,2.662,0.366,0.795,-1.612,-3.237,-0.942,-1.37,1.036
L.t. timidus,5,2.473,0.084,0.165,-0.112,-3.049,-0.659,-0.74,-0.463
L.t. timidus,5,2.133,0.437,-1.385,2.184,-2.708,-1.013,0.81,-2.759
L.t. timidus,5,2.548,0.559,0.402,-0.335,-3.123,-1.134,-0.977,-0.24
L.t. timidus,5,2.327,0.08,-0.086,-0.774,-2.903,-0.655,-0.49,0.199
L.t. timidus,5,2.298,-0.486,1.012,-0.349,-2.873,-0.089,-1.588,-0.227
L.t. timidus,5,2.116,0.373,1.02,0.01,-2.692,-0.948,-1.595,-0.585
L.t. timidus,5,2.222,0.404,1.05,-0.337,-2.797,-0.979,-1.625,-0.238
L.t. timidus,5,2.222,0.404,1.05,-0.337,-2.797,-0.979,-1.625,-0.238
L.t. timidus,5,2.356,0.141,0.845,0.027,-2.931,-0.717,-1.42,-0.602
L.t. timidus,5,2.356,0.141,0.845,0.027,-2.931,-0.717,-1.42,-0.602
L.t. timidus,5,2.356,0.141,0.845,0.027,-2.931,-0.717,-1.42,-0.602
L.t. timidus,5,1.845,-0.225,0.816,0.068,-2.42,-0.35,-1.391,-0.643
L.t. timidus,5,1.921,-0.904,0.376,-0.815,-2.496,0.328,-0.951,0.24
L.t. timidus,5,0.928,3.971,-1.176,-2.393,-1.503,-4.546,0.601,1.818
L.t. timidus,5,1.057,2.005,-0.637,-0.276,-1.632,-2.58,0.061,-0.299
L.t. timidus,5,1.057,2.005,-0.637,-0.276,-1.632,-2.58,0.061,-0.299
L.t. timidus,5,1.057,2.005,-0.637,-0.276,-1.632,-2.58,0.061,-0.299
L.t. timidus,5,0.623,4.47,-0.872,-2.836,-1.198,-5.046,0.297,2.261
L.t. timidus,5,2.289,0.134,0.22,-0.752,-2.864,-0.709,-0.795,0.176
L.t. timidus,5,2.289,0.134,0.22,-0.752,-2.864,-0.709,-0.795,0.176
L.t. timidus,5,2.052,0.359,0.87,0.132,-2.627,-0.934,-1.446,-0.708
L.t. timidus,5,2.849,1.488,0.339,-1.266,-3.424,-2.064,-0.915,0.69
L.t. timidus,5,2.849,1.488,0.339,-1.266,-3.424,-2.064,-0.915,0.69
L.t. timidus,5,2.849,1.488,0.339,-1.266,-3.424,-2.064,-0.915,0.69
L.t. timidus,5,1.829,-0.928,0.106,-1.015,-2.404,0.353,-0.681,0.44
L.t. timidus,5,1.391,-0.231,-0.652,-0.328,-1.966,-0.345,0.077,-0.247
L.t. timidus,5,1.602,-0.693,0.656,-0.173,-2.177,0.118,-1.231,-0.403
L.t. timidus,5,-1.368,4.787,-0.245,-2.038,0.793,-5.362,-0.33,1.463
L.t. timidus,5,-1.513,5.443,-1.376,-1.137,0.938,-6.019,0.801,0.562
L.t. timidus,5,-1.513,5.443,-1.376,-1.137,0.938,-6.019,0.801,0.562
L.t. timidus,5,-1.513,5.443,-1.376,-1.137,0.938,-6.019,0.801,0.562
L.t. timidus,5,-1.513,5.443,-1.376,-1.137,0.938,-6.019,0.801,0.562
L.t. timidus,5,1.958,-0.594,-0.146,-1.115,-2.533,0.019,-0.43,0.54
L.t. timidus,5,1.642,-1.316,-0.316,-1.284,-2.218,0.741,-0.259,0.709
L.t. timidus,5,1.829,-1.08,-0.566,-1.392,-2.404,0.505,-0.009,0.817
L.t. timidus,5,1.997,-0.723,-0.22,-1.08,-2.573,0.148,-0.355,0.505
L.t. timidus,5,1.457,-0.279,-0.676,-0.325,-2.032,-0.296,0.1,-0.251
L.t. timidus,5,2.022,-0.592,0.46,-0.708,-2.597,0.016,-1.035,0.133
L.t. timidus,5,2.12,-0.409,1.107,-0.347,-2.696,-0.166,-1.682,-0.228
L.t. timidus,5,1.22,0.97,-0.367,-1.152,-1.795,-1.546,-0.208,0.577
L.t. timidus,5,1.22,0.97,-0.367,-1.152,-1.795,-1.546,-0.208,0.577
L.t. timidus,5,2.307,-0.076,0.706,0.961,-2.882,-0.499,-1.281,-1.536
L.t. timidus,5,2.307,-0.076,0.706,0.961,-2.882,-0.499,-1.281,-1.536
L.t. timidus,5,1.862,-0.47,0.284,-0.457,-2.437,-0.105,-0.859,-0.118
L.t. timidus,5,2.13,-1.076,0.105,-1.192,-2.706,0.501,-0.68,0.616
L.t. timidus,5,0.3,3.312,0.165,3.002,-0.876,-3.888,-0.74,-3.578
L.t. timidus,5,0.3,3.312,0.165,3.002,-0.876,-3.888,-0.74,-3.578
L.t. timidus,5,0.3,3.312,0.165,3.002,-0.876,-3.888,-0.74,-3.578
L.t. timidus,5,0.3,3.312,0.165,3.002,-0.876,-3.888,-0.74,-3.578
L.t. timidus,5,1.511,-0.53,1.152,0.301,-2.086,-0.045,-1.728,-0.876
L.t. timidus,5,2.285,-0.4,1.13,-0.224,-2.86,-0.175,-1.705,-0.352
L.t. timidus,5,1.171,4.5,-2.433,-1.641,-1.746,-5.076,1.857,1.066
L.t. timidus,5,2.317,0.28,-0.371,-0.958,-2.892,-0.855,-0.204,0.383
L.t. timidus,5,2.317,0.28,-0.371,-0.958,-2.892,-0.855,-0.204,0.383
L.t. timidus,5,1.953,-0.261,0.937,0.155,-2.529,-0.314,-1.512,-0.73
L.t. timidus,5,1.637,2.396,-1.442,-2.452,-2.212,-2.971,0.867,1.877
L.t. timidus,5,1.82,-0.601,-1.199,-0.813,-2.395,0.025,0.624,0.237
L.t. timidus,5,1.97,1.309,-0.975,-1.593,-2.545,-1.884,0.4,1.018
L.t. timidus,5,1.245,3.303,-1.929,-2.4,-1.821,-3.879,1.353,1.824
L.t. timidus,5,2.821,0.086,1.56,1.076,-3.396,-0.662,-2.136,-1.651
L.t. timidus,5,2.821,0.086,1.56,1.076,-3.396,-0.662,-2.136,-1.651
L.t. timidus,5,1.789,-0.59,-0.39,-0.814,-2.365,0.015,-0.186,0.239
L.t. timidus,5,0.784,2.094,-1.082,0.012,-1.36,-2.669,0.507,-0.587
L.t. timidus,5,0.784,2.094,-1.082,0.012,-1.36,-2.669,0.507,-0.587
L.t. timidus,5,1.842,-0.926,0.078,-1.004,-2.417,0.351,-0.654,0.428
L.t. timidus,5,-0.008,1.897,1.512,0.118,-0.567,-2.472,-2.087,-0.693
L.t. timidus,5,1.975,-0.268,0.944,0.145,-2.55,-0.308,-1.52,-0.72
L.t. timidus,5,1.261,-1.056,-0.546,-0.861,-1.836,0.481,-0.029,0.285
L.t. timidus,5,1.662,-0.727,0.452,-0.238,-2.237,0.152,-1.027,-0.337
L.t. timidus,5,2.345,0.601,1.039,-0.059,-2.92,-1.176,-1.614,-0.516
L.t. timidus,5,2.261,-0.19,0.842,0.085,-2.836,-0.385,-1.418,-0.66
L.t. timidus,5,1.754,-0.548,0.171,0.592,-2.329,-0.027,-0.746,-1.167
L.t. timidus,5,2.034,-0.53,0.364,-0.625,-2.609,-0.046,-0.939,0.049
L.t. timidus,5,1.671,-0.282,-0.788,-0.351,-2.246,-0.293,0.213,-0.224
L.t. timidus,5,1.806,-1.082,0.443,-0.178,-2.382,0.507,-1.018,-0.397
L.t. timidus,5,3.044,0.475,-1.239,2.123,-3.619,-1.05,0.664,-2.698
L.t. timidus,5,2.512,-0.55,1.172,0.086,-3.087,-0.025,-1.747,-0.661
L.t. timidus,5,1.971,-0.506,-0.368,-0.881,-2.546,-0.07,-0.207,0.305
L.t. timidus,5,3.396,0.387,-0.798,1.798,-3.971,-0.962,0.223,-2.373
L.t. timidus,5,3.396,0.387,-0.798,1.798,-3.971,-0.962,0.223,-2.373
L.t. timidus,5,-1.797,4.461,-1.723,2.393,1.222,-5.036,1.147,-2.969
L.t. timidus,5,-1.797,4.461,-1.723,2.393,1.222,-5.036,1.147,-2.969
L.t. timidus,5,-1.797,4.461,-1.723,2.393,1.222,-5.036,1.147,-2.969
L.t. timidus,5,1.936,-0.938,0.123,-1.101,-2.512,0.363,-0.699,0.526
L.t. timidus,5,1.366,-0.201,-0.744,-0.273,-1.941,-0.375,0.168,-0.302
L.t. timidus,5,1.186,3.197,-1.237,-1.845,-1.761,-3.772,0.661,1.27
L.t. timidus,5,2.718,-0.128,-2.186,0.711,-3.293,-0.448,1.611,-1.287
L.t. timidus,5,-2.143,3.376,-1.164,0.201,1.568,-3.952,0.589,-0.776
L.t. timidus,5,-2.143,3.376,-1.164,0.201,1.568,-3.952,0.589,-0.776
L.t. timidus,5,-0.214,1.553,-1.39,0.942,-0.362,-2.128,0.815,-1.517
L.t. timidus,5,-0.214,1.553,-1.39,0.942,-0.362,-2.128,0.815,-1.517
L.t. timidus,5,2.313,0.265,0.596,0.014,-2.888,-0.84,-1.171,-0.59
L.t. timidus,5,2.313,0.265,0.596,0.014,-2.888,-0.84,-1.171,-0.59
L.t. timidus,5,2.565,-0.675,1.188,-0.498,-3.14,0.1,-1.763,-0.078
L.t. timidus,5,3.081,1.754,-3.214,1.486,-3.657,-2.329,2.639,-2.062
L.t. timidus,5,2.9,0.292,-0.48,-1.231,-3.475,-0.867,-0.095,0.656
L.t. timidus,5,2.388,0.789,-1.662,0.971,-2.963,-1.364,1.086,-1.546
L.t. timidus,5,2.388,0.789,-1.662,0.971,-2.963,-1.364,1.086,-1.546
L.t. timidus,5,0.833,0.051,-0.869,-0.667,-1.408,-0.626,0.294,0.092
L.t. timidus,5,2.052,-0.503,0.274,0.322,-2.627,-0.073,-0.849,-0.897
L.t. timidus,5,1.489,2.112,-1.033,-1.996,-2.064,-2.687,0.457,1.421
L.t. timidus,5,1.788,-0.454,-0.473,-0.695,-2.363,-0.122,-0.102,0.12
L.t. timidus,5,1.903,-1.292,0.023,-1.268,-2.478,0.717,-0.599,0.693
L.t. timidus,5,2.198,-0.44,1.055,-0.336,-2.773,-0.135,-1.63,-0.239
L.t. timidus,5,1.658,0.576,1.254,-0.303,-2.233,-1.151,-1.83,-0.272
L.t. timidus,5,1.191,-0.638,-1.024,-0.654,-1.766,0.063,0.449,0.079
L.t. timidus,5,0.562,3.783,-0.741,-1.999,-1.138,-4.358,0.166,1.424
L.t. timidus,5,0.562,3.783,-0.741,-1.999,-1.138,-4.358,0.166,1.424
L.t. timidus,5,2.453,-0.247,1.361,0.906,-3.029,-0.329,-1.936,-1.481
L.t. timidus,5,3.176,0.442,-0.489,1.419,-3.752,-1.017,-0.086,-1.995
L.t. timidus,5,2.268,-0.5,0.667,-0.532,-2.843,-0.075,-1.242,-0.044
L.t. timidus,5,2.798,1.03,-1.558,0.487,-3.373,-1.605,0.982,-1.063
L.t. timidus,5,2.66,-0.345,1.391,0.024,-3.235,-0.23,-1.966,-0.6
L.t. timidus,5,2.376,-0.377,0.817,0.15,-2.951,-0.199,-1.393,-0.726
L.t. timidus,5,2.932,0.901,0.827,-0.392,-3.507,-1.477,-1.402,-0.183
L.t. timidus,5,0.889,0.406,-0.207,-0.572,-1.464,-0.981,-0.368,-0.003
L.t. timidus,5,1.586,-0.683,0.669,-0.18,-2.161,0.108,-1.244,-0.395
L.t. timidus,5,2.42,2.713,-1.44,-2.751,-2.996,-3.288,0.865,2.176
L.t. timidus,5,2.622,-0.67,1.161,-0.683,-3.198,0.095,-1.737,0.108
L.t. timidus,5,2.629,-0.253,0.083,1.307,-3.204,-0.322,-0.658,-1.883
L.t. timidus,5,2.121,-0.699,0.878,0.242,-2.696,0.123,-1.454,-0.817
L.t. timidus,5,2.315,3,-1.476,-1.506,-2.891,-3.575,0.901,0.931
L.t. timidus,5,3.118,0.014,-0.919,2.921,-3.694,-0.589,0.344,-3.497
L.t. timidus,5,0.886,2.993,-1.779,-1.53,-1.461,-3.569,1.204,0.954
L.t. timidus,5,2.255,-0.022,-0.253,2.024,-2.83,-0.554,-0.323,-2.599
L.t. timidus,5,2.235,-0.266,1.199,0.629,-2.81,-0.31,-1.774,-1.205
L.t. timidus,5,0.923,2.21,-1.216,-1.779,-1.498,-2.786,0.64,1.204
L.t. timidus,5,0.923,2.21,-1.216,-1.779,-1.498,-2.786,0.64,1.204
L.t. timidus,5,0.923,2.21,-1.216,-1.779,-1.498,-2.786,0.64,1.204
L.t. timidus,5,1.788,-0.119,0.428,-0.042,-2.363,-0.456,-1.003,-0.533
L.t. timidus,5,-0.056,4.977,-1.3,-2.125,-0.52,-5.553,0.725,1.55
L.t. timidus,5,1.91,2.553,-3.101,1.782,-2.485,-3.128,2.526,-2.357
L.t. timidus,5,2.531,1.978,-2.448,-0.503,-3.107,-2.553,1.872,-0.072
L.t. timidus,5,2.222,0.005,-0.183,1.629,-2.798,-0.581,-0.392,-2.204
L.t. timidus,5,2.035,0.714,1.118,-0.634,-2.61,-1.289,-1.694,0.059
L.t. timidus,5,2.035,0.714,1.118,-0.634,-2.61,-1.289,-1.694,0.059
L.t. timidus,5,2.42,-0.526,0.753,-0.659,-2.995,-0.049,-1.328,0.084
L.t. timidus,5,0.662,3.944,-1.525,-2.48,-1.237,-4.52,0.95,1.905
L.t. timidus,5,2.341,-0.428,0.975,-0.347,-2.916,-0.147,-1.551,-0.228
L.t. timidus,5,1.961,-0.79,0.286,-0.748,-2.536,0.214,-0.861,0.172
L.t. timidus,5,2.448,0.221,-1.048,-0.504,-3.023,-0.797,0.473,-0.072
L.t. timidus,5,2.71,0.095,-0.803,-0.874,-3.285,-0.67,0.228,0.298
L.t. timidus,5,2.71,0.095,-0.803,-0.874,-3.285,-0.67,0.228,0.298
L.t. timidus,5,1.8,-0.38,-0.624,-0.533,-2.376,-0.195,0.049,-0.042
L.t. timidus,5,1.16,3.513,-1.496,-2.623,-1.736,-4.088,0.921,2.048
L.t. timidus,5,2.344,-0.15,0.896,0.065,-2.92,-0.426,-1.471,-0.641
L.t. timidus,5,2.388,-0.207,-1.377,1.567,-2.963,-0.368,0.802,-2.143
L.t. timidus,5,1.462,-0.078,-0.939,-0.793,-2.037,-0.498,0.364,0.218
L.t. timidus,5,1.462,-0.078,-0.939,-0.793,-2.037,-0.498,0.364,0.218
L.t. timidus,5,2.695,0.454,0.648,-0.19,-3.27,-1.029,-1.223,-0.386
L.t. timidus,5,2.695,0.454,0.648,-0.19,-3.27,-1.029,-1.223,-0.386
L.t. timidus,5,1.706,-0.224,-0.709,-0.382,-2.282,-0.351,0.133,-0.193
L.t. timidus,5,0.323,1.835,0.341,-0.697,-0.899,-2.41,-0.916,0.122
L.t. timidus,5,1.957,-0.212,0.899,0.161,-2.532,-0.363,-1.474,-0.737
L.t. timidus,5,2.048,-0.926,0.008,-0.66,-2.623,0.35,-0.584,0.084
L.t. timidus,5,2.363,0.032,1.313,0.658,-2.938,-0.608,-1.888,-1.233
L.t. timidus,5,1.784,-0.929,-0.727,-1.212,-2.359,0.354,0.152,0.637
L.t. timidus,5,2.254,-0.812,0.806,-0.866,-2.83,0.236,-1.381,0.291
L.t. timidus,5,2.069,-0.382,0.091,-0.828,-2.644,-0.193,-0.666,0.252
L.t. timidus,5,2.719,-0.49,1.312,0.096,-3.294,-0.085,-1.887,-0.671
L.t. timidus,5,2.592,-0.303,1.624,1.153,-3.168,-0.272,-2.2,-1.729
L.t. timidus,5,2.367,-0.594,0.461,-0.852,-2.943,0.019,-1.037,0.276
L.t. timidus,5,2.333,-0.384,0.001,-0.851,-2.908,-0.191,-0.576,0.276
L.t. timidus,5,2.626,-0.528,0.919,-0.319,-3.201,-0.047,-1.494,-0.257
L.t. timidus,5,0.616,1.91,-0.419,-0.258,-1.191,-2.485,-0.156,-0.317
L.t. timidus,5,1.557,-0.634,0.102,-0.368,-2.132,0.059,-0.677,-0.208
L.t. timidus,5,2.588,0.495,-0.498,1.008,-3.164,-1.07,-0.077,-1.583
L.t. timidus,5,-0.546,3.012,0.242,-2.825,-0.029,-3.588,-0.818,2.25
L.t. timidus,5,2.168,-0.44,1.536,0.987,-2.743,-0.135,-2.112,-1.563
L.t. timidus,5,2.504,-0.193,0.281,-0.135,-3.079,-0.382,-0.857,-0.44
L.t. timidus,5,2.504,-0.193,0.281,-0.135,-3.079,-0.382,-0.857,-0.44
L.t. timidus,5,1.896,-0.705,0.705,0.237,-2.471,0.129,-1.28,-0.812
L.t. timidus,5,1.94,-0.822,-0.349,-0.621,-2.515,0.247,-0.226,0.046
L.t. timidus,5,2.592,-0.252,1.466,0.636,-3.167,-0.324,-2.041,-1.211
L.t. timidus,5,2.415,-0.597,0.554,-0.75,-2.991,0.022,-1.129,0.175
L.t. timidus,5,2.415,-0.597,0.554,-0.75,-2.991,0.022,-1.129,0.175
L.t. timidus,5,1.899,-0.236,0.425,-0.047,-2.474,-0.339,-1,-0.528
L.t. timidus,5,0.804,2.535,-1.216,-1.797,-1.379,-3.111,0.641,1.222
L.t. timidus,5,0.804,2.535,-1.216,-1.797,-1.379,-3.111,0.641,1.222
L.t. timidus,5,1.617,-0.421,-0.618,-0.483,-2.193,-0.155,0.042,-0.093
L.t. timidus,5,0.909,-1.029,-1.144,-1.077,-1.485,0.454,0.568,0.502
L.t. timidus,5,2.368,-0.327,-0.206,-0.499,-2.944,-0.249,-0.37,-0.077
L.t. timidus,5,2.368,-0.327,-0.206,-0.499,-2.944,-0.249,-0.37,-0.077
L.t. timidus,5,2.004,0.445,0.384,-0.66,-2.579,-1.02,-0.96,0.085
L.t. timidus,5,0.61,2.083,-0.662,0.981,-1.185,-2.658,0.087,-1.556
L.t. timidus,5,1.879,-0.969,-0.513,-1.431,-2.454,0.394,-0.063,0.855
L.t. timidus,5,2.741,-0.383,0.831,-0.592,-3.316,-0.193,-1.406,0.017
L.t. timidus,5,2.443,-0.959,0.281,-1.222,-3.018,0.384,-0.856,0.646
L.t. timidus,5,2.373,-0.184,1.377,0.653,-2.948,-0.391,-1.953,-1.228
L.t. timidus,5,2.041,0.033,1.481,0.365,-2.616,-0.609,-2.056,-0.94
L.t. timidus,5,0.37,1.094,0.159,-0.817,-0.946,-1.67,-0.734,0.242
L.t. timidus,5,2.389,-0.395,-0.659,1.306,-2.964,-0.18,0.084,-1.882
L.t. timidus,5,3.049,-0.458,1.268,-0.06,-3.624,-0.117,-1.843,-0.516
L.t. timidus,5,1.687,0.725,-0.578,-0.467,-2.262,-1.301,0.003,-0.109
L.t. timidus,5,2.648,-0.322,0.911,-0.373,-3.224,-0.254,-1.487,-0.203
L.t. timidus,5,0.496,0.695,-0.427,-1.13,-1.071,-1.27,-0.149,0.555
L.t. timidus,5,0.496,0.695,-0.427,-1.13,-1.071,-1.27,-0.149,0.555
L.t. timidus,5,2.317,-0.226,-0.601,-0.628,-2.892,-0.349,0.025,0.052
L.t. timidus,5,1.941,0.062,1.131,0.066,-2.516,-0.637,-1.706,-0.642
L.t. timidus,5,0.733,1.187,-1.078,0.935,-1.309,-1.762,0.503,-1.51
L.t. timidus,5,2.334,0.983,-0.779,2.569,-2.909,-1.559,0.204,-3.145
L.t. timidus,5,2.348,-0.912,0.55,-0.348,-2.923,0.337,-1.125,-0.227
L.t. timidus,5,1.88,2.015,-1.85,1.821,-2.456,-2.59,1.275,-2.396
L.t. timidus,5,1.88,2.015,-1.85,1.821,-2.456,-2.59,1.275,-2.396
L.t. timidus,5,1.66,-0.292,-0.643,-0.483,-2.235,-0.283,0.068,-0.093
L.t. timidus,5,0.018,3.666,-0.991,0.043,-0.593,-4.241,0.416,-0.618
L.t. timidus,5,3.202,-0.327,2.383,1.503,-3.777,-0.248,-2.958,-2.078
L.t. timidus,5,2.277,-0.472,-0.438,-0.944,-2.852,-0.104,-0.137,0.369
L.t. timidus,5,0.981,-0.457,-0.129,-0.399,-1.556,-0.119,-0.447,-0.176
L.t. timidus,5,0.981,-0.457,-0.129,-0.399,-1.556,-0.119,-0.447,-0.176
L.t. timidus,5,2.005,-0.437,0.189,-0.445,-2.58,-0.138,-0.764,-0.13
L.t. timidus,5,2.042,-0.978,0.662,-0.678,-2.618,0.403,-1.237,0.103
L.t. timidus,5,1.467,-0.306,-0.725,-0.308,-2.042,-0.269,0.15,-0.268
L.t. timidus,5,1.664,-1.162,-0.602,-1.326,-2.239,0.586,0.027,0.751
L.t. timidus,5,1.555,-0.088,0.199,-1.494,-2.131,-0.488,-0.775,0.919
L.t. timidus,5,1.575,-0.145,-0.258,-0.254,-2.15,-0.431,-0.317,-0.321
L.t. timidus,5,2.817,-0.503,0.943,-0.327,-3.393,-0.073,-1.518,-0.249
L.t. timidus,5,2.357,-0.508,0.876,-0.498,-2.933,-0.067,-1.452,-0.077
